sk_day_no,day,sk_day_no,fdow,sk_fdow_no,ldow,sk_ldow_no,lyr_ldow,sk_lyr_ldow_no,ssn_start_ldow,sk_ssn_start_ldow_no,log_yr_start_ldow,sk_log_yr_start_ldow_no,fin_yr_start_ldow,sk_fin_yr_start_ldow_no,lyr_ssn_start_ldow,sk_lyr_ssn_start_ldow_no,lyr_log_yr_start_ldow,sk_lyr_log_yr_start_ldow_no,lyr_fin_yr_start_ldow,sk_lyr_fin_yr_start_ldow_no,fdom,sk_fdom_no,plan_fdom,sk_plan_fdom_no,julian_ldom,sk_julian_ldom_no,ldom,sk_ldom_no,plan_ldom,sk_plan_ldom_no,lyr_ldom,sk_lyr_ldom_no,fin_wk,julian_wk,log_wk,plan_wk,fin_mnth,log_mnth,plan_mnth,fin_yr,log_yr,plan_yr,log_yr_desc,fin_no_wk_mnth,log_no_wk_mnth,plan_no_wk_mnth,fin_mnth_wk_no,log_mnth_wk_no,plan_mnth_wk_no,quarter,quarter_desc,first_day_of_season_ind,first_day_of_season_desc,ssn_start_ldow_ind,ssn_start_ldow_desc,yr_start_ldow_ind,yr_start_ldow_desc,season_code,season_desc,fin_quarter_code,fin_quarter_desc,fin_season_code,fin_season_desc,fin_yr_code,fin_yr_desc,lyr_plan_wk_code,lyr_plan_wk_desc,plan_quarter_code,plan_quarter_desc,plan_wk_code,plan_wk_desc,plan_yr_code,plan_yr_desc,plan_mnth_code,plan_mnth_desc,julian_mnth,julian_yr,julian_no_wk_mnth,julian_mnth_wk_no
20140913,13/09/2014,20140913,07/09/2014,20140907,13/09/2014,20140913,14/09/2013,20130914,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,11,37,11,11,3,9,3,2015,2015,2015,Year 15,2,2,2,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK11,Y14WK11: 08-Sep-2013 - 14-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK11,Year 15 Week 11,Y15,Year 15,14-Sep,14-Sep,9,2014,2,5
20140914,14/09/2014,20140914,14/09/2014,20140914,20/09/2014,20140920,21/09/2013,20130921,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,12,37,12,12,3,9,3,2015,2015,2015,Year 15,3,3,3,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK12,Y14WK12: 15-Sep-2013 - 21-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK12,Year 15 Week 12,Y15,Year 15,14-Sep,14-Sep,9,2014,2,5
20140915,15/09/2014,20140915,14/09/2014,20140914,20/09/2014,20140920,21/09/2013,20130921,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,12,37,12,12,3,9,3,2015,2015,2015,Year 15,3,3,3,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK12,Y14WK12: 15-Sep-2013 - 21-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK12,Year 15 Week 12,Y15,Year 15,14-Sep,14-Sep,9,2014,3,5
20140916,16/09/2014,20140916,14/09/2014,20140914,20/09/2014,20140920,21/09/2013,20130921,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,12,37,12,12,3,9,3,2015,2015,2015,Year 15,3,3,3,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK12,Y14WK12: 15-Sep-2013 - 21-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK12,Year 15 Week 12,Y15,Year 15,14-Sep,14-Sep,9,2014,3,5
20140917,17/09/2014,20140917,14/09/2014,20140914,20/09/2014,20140920,21/09/2013,20130921,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,12,38,12,12,3,9,3,2015,2015,2015,Year 15,3,3,3,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK12,Y14WK12: 15-Sep-2013 - 21-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK12,Year 15 Week 12,Y15,Year 15,14-Sep,14-Sep,9,2014,3,5
20140918,18/09/2014,20140918,14/09/2014,20140914,20/09/2014,20140920,21/09/2013,20130921,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,12,38,12,12,3,9,3,2015,2015,2015,Year 15,3,3,3,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK12,Y14WK12: 15-Sep-2013 - 21-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK12,Year 15 Week 12,Y15,Year 15,14-Sep,14-Sep,9,2014,3,5
20140919,19/09/2014,20140919,14/09/2014,20140914,20/09/2014,20140920,21/09/2013,20130921,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,12,38,12,12,3,9,3,2015,2015,2015,Year 15,3,3,3,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK12,Y14WK12: 15-Sep-2013 - 21-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK12,Year 15 Week 12,Y15,Year 15,14-Sep,14-Sep,9,2014,3,5
20140920,20/09/2014,20140920,14/09/2014,20140914,20/09/2014,20140920,21/09/2013,20130921,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,12,38,12,12,3,9,3,2015,2015,2015,Year 15,3,3,3,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK12,Y14WK12: 15-Sep-2013 - 21-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK12,Year 15 Week 12,Y15,Year 15,14-Sep,14-Sep,9,2014,3,5
20140921,21/09/2014,20140921,21/09/2014,20140921,27/09/2014,20140927,28/09/2013,20130928,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,13,38,13,13,3,9,3,2015,2015,2015,Year 15,4,4,4,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK13,Y14WK13: 22-Sep-2013 - 28-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK13,Year 15 Week 13,Y15,Year 15,14-Sep,14-Sep,9,2014,3,5
20140922,22/09/2014,20140922,21/09/2014,20140921,27/09/2014,20140927,28/09/2013,20130928,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,13,38,13,13,3,9,3,2015,2015,2015,Year 15,4,4,4,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK13,Y14WK13: 22-Sep-2013 - 28-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK13,Year 15 Week 13,Y15,Year 15,14-Sep,14-Sep,9,2014,4,5
20140923,23/09/2014,20140923,21/09/2014,20140921,27/09/2014,20140927,28/09/2013,20130928,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,13,38,13,13,3,9,3,2015,2015,2015,Year 15,4,4,4,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK13,Y14WK13: 22-Sep-2013 - 28-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK13,Year 15 Week 13,Y15,Year 15,14-Sep,14-Sep,9,2014,4,5
20140924,24/09/2014,20140924,21/09/2014,20140921,27/09/2014,20140927,28/09/2013,20130928,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,13,39,13,13,3,9,3,2015,2015,2015,Year 15,4,4,4,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK13,Y14WK13: 22-Sep-2013 - 28-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK13,Year 15 Week 13,Y15,Year 15,14-Sep,14-Sep,9,2014,4,5
20140925,25/09/2014,20140925,21/09/2014,20140921,27/09/2014,20140927,28/09/2013,20130928,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,13,39,13,13,3,9,3,2015,2015,2015,Year 15,4,4,4,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK13,Y14WK13: 22-Sep-2013 - 28-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK13,Year 15 Week 13,Y15,Year 15,14-Sep,14-Sep,9,2014,4,5
20140926,26/09/2014,20140926,21/09/2014,20140921,27/09/2014,20140927,28/09/2013,20130928,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,13,39,13,13,3,9,3,2015,2015,2015,Year 15,4,4,4,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK13,Y14WK13: 22-Sep-2013 - 28-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK13,Year 15 Week 13,Y15,Year 15,14-Sep,14-Sep,9,2014,4,5
20140927,27/09/2014,20140927,21/09/2014,20140921,27/09/2014,20140927,28/09/2013,20130928,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,31/08/2014,20140831,31/08/2014,20140831,30/09/2014,20140930,27/09/2014,20140927,27/09/2014,20140927,28/09/2013,20130928,13,39,13,13,3,9,3,2015,2015,2015,Year 15,4,4,4,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q1,Fin Summer 14 1st Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK13,Y14WK13: 22-Sep-2013 - 28-Sep-2013,S14Q1,Summer 14 1st QUARTER,Y15WK13,Year 15 Week 13,Y15,Year 15,14-Sep,14-Sep,9,2014,4,5
20140928,28/09/2014,20140928,28/09/2014,20140928,04/10/2014,20141004,05/10/2013,20131005,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,30/09/2014,20140930,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,14,39,14,14,4,10,4,2015,2015,2015,Year 15,1,1,1,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK14,Y14WK14: 29-Sep-2013 - 05-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK14,Year 15 Week 14,Y15,Year 15,14-Oct,14-Oct,9,2014,4,5
20140929,29/09/2014,20140929,28/09/2014,20140928,04/10/2014,20141004,05/10/2013,20131005,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,30/09/2014,20140930,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,14,39,14,14,4,10,4,2015,2015,2015,Year 15,1,1,1,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK14,Y14WK14: 29-Sep-2013 - 05-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK14,Year 15 Week 14,Y15,Year 15,14-Oct,14-Oct,9,2014,5,5
20140930,30/09/2014,20140930,28/09/2014,20140928,04/10/2014,20141004,05/10/2013,20131005,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,30/09/2014,20140930,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,14,39,14,14,4,10,4,2015,2015,2015,Year 15,1,1,1,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK14,Y14WK14: 29-Sep-2013 - 05-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK14,Year 15 Week 14,Y15,Year 15,14-Oct,14-Oct,9,2014,5,5
20141001,01/10/2014,20141001,28/09/2014,20140928,04/10/2014,20141004,05/10/2013,20131005,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,31/10/2014,20141031,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,14,40,14,14,4,10,4,2015,2015,2015,Year 15,1,1,1,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK14,Y14WK14: 29-Sep-2013 - 05-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK14,Year 15 Week 14,Y15,Year 15,14-Oct,14-Oct,10,2014,1,5
20141002,02/10/2014,20141002,28/09/2014,20140928,04/10/2014,20141004,05/10/2013,20131005,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,31/10/2014,20141031,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,14,40,14,14,4,10,4,2015,2015,2015,Year 15,1,1,1,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK14,Y14WK14: 29-Sep-2013 - 05-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK14,Year 15 Week 14,Y15,Year 15,14-Oct,14-Oct,10,2014,1,5
20141003,03/10/2014,20141003,28/09/2014,20140928,04/10/2014,20141004,05/10/2013,20131005,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,31/10/2014,20141031,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,14,40,14,14,4,10,4,2015,2015,2015,Year 15,1,1,1,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK14,Y14WK14: 29-Sep-2013 - 05-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK14,Year 15 Week 14,Y15,Year 15,14-Oct,14-Oct,10,2014,1,5
20141004,04/10/2014,20141004,28/09/2014,20140928,04/10/2014,20141004,05/10/2013,20131005,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,31/10/2014,20141031,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,14,40,14,14,4,10,4,2015,2015,2015,Year 15,1,1,1,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK14,Y14WK14: 29-Sep-2013 - 05-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK14,Year 15 Week 14,Y15,Year 15,14-Oct,14-Oct,10,2014,1,5
20141005,05/10/2014,20141005,05/10/2014,20141005,11/10/2014,20141011,12/10/2013,20131012,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,31/10/2014,20141031,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,15,40,15,15,4,10,4,2015,2015,2015,Year 15,2,2,2,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK15,Y14WK15: 06-Oct-2013 - 12-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK15,Year 15 Week 15,Y15,Year 15,14-Oct,14-Oct,10,2014,1,5
20141006,06/10/2014,20141006,05/10/2014,20141005,11/10/2014,20141011,12/10/2013,20131012,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,31/10/2014,20141031,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,15,40,15,15,4,10,4,2015,2015,2015,Year 15,2,2,2,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK15,Y14WK15: 06-Oct-2013 - 12-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK15,Year 15 Week 15,Y15,Year 15,14-Oct,14-Oct,10,2014,1,5
20141007,07/10/2014,20141007,05/10/2014,20141005,11/10/2014,20141011,12/10/2013,20131012,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,31/10/2014,20141031,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,15,40,15,15,4,10,4,2015,2015,2015,Year 15,2,2,2,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK15,Y14WK15: 06-Oct-2013 - 12-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK15,Year 15 Week 15,Y15,Year 15,14-Oct,14-Oct,10,2014,1,5
20141008,08/10/2014,20141008,05/10/2014,20141005,11/10/2014,20141011,12/10/2013,20131012,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,31/10/2014,20141031,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,15,41,15,15,4,10,4,2015,2015,2015,Year 15,2,2,2,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK15,Y14WK15: 06-Oct-2013 - 12-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK15,Year 15 Week 15,Y15,Year 15,14-Oct,14-Oct,10,2014,2,5
20141009,09/10/2014,20141009,05/10/2014,20141005,11/10/2014,20141011,12/10/2013,20131012,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,31/10/2014,20141031,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,15,41,15,15,4,10,4,2015,2015,2015,Year 15,2,2,2,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK15,Y14WK15: 06-Oct-2013 - 12-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK15,Year 15 Week 15,Y15,Year 15,14-Oct,14-Oct,10,2014,2,5
20141010,10/10/2014,20141010,05/10/2014,20141005,11/10/2014,20141011,12/10/2013,20131012,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,31/10/2014,20141031,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,15,41,15,15,4,10,4,2015,2015,2015,Year 15,2,2,2,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK15,Y14WK15: 06-Oct-2013 - 12-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK15,Year 15 Week 15,Y15,Year 15,14-Oct,14-Oct,10,2014,2,5
20141011,11/10/2014,20141011,05/10/2014,20141005,11/10/2014,20141011,12/10/2013,20131012,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,31/10/2014,20141031,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,15,41,15,15,4,10,4,2015,2015,2015,Year 15,2,2,2,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK15,Y14WK15: 06-Oct-2013 - 12-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK15,Year 15 Week 15,Y15,Year 15,14-Oct,14-Oct,10,2014,2,5
20141012,12/10/2014,20141012,12/10/2014,20141012,18/10/2014,20141018,19/10/2013,20131019,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,31/10/2014,20141031,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,16,41,16,16,4,10,4,2015,2015,2015,Year 15,3,3,3,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK16,Y14WK16: 13-Oct-2013 - 19-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK16,Year 15 Week 16,Y15,Year 15,14-Oct,14-Oct,10,2014,2,5
20141013,13/10/2014,20141013,12/10/2014,20141012,18/10/2014,20141018,19/10/2013,20131019,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,31/10/2014,20141031,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,16,41,16,16,4,10,4,2015,2015,2015,Year 15,3,3,3,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK16,Y14WK16: 13-Oct-2013 - 19-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK16,Year 15 Week 16,Y15,Year 15,14-Oct,14-Oct,10,2014,2,5
20141014,14/10/2014,20141014,12/10/2014,20141012,18/10/2014,20141018,19/10/2013,20131019,02/08/2014,20140802,05/07/2014,20140705,05/07/2014,20140705,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,28/09/2014,20140928,28/09/2014,20140928,31/10/2014,20141031,25/10/2014,20141025,25/10/2014,20141025,26/10/2013,20131026,16,41,16,16,4,10,4,2015,2015,2015,Year 15,3,3,3,4,4,4,1,Summer 14 1st QUARTER,N,No,N,No,N,No,S14,Summer14,FINS14Q2,Fin Summer 14 2nd Quarter,FINS14,Fin Summer14,FINY15,Fin Year 15,Y14WK16,Y14WK16: 13-Oct-2013 - 19-Oct-2013,S14Q1,Summer 14 1st QUARTER,Y15WK16,Year 15 Week 16,Y15,Year 15,14-Oct,14-Oct,10,2014,2,5
