sk_day_no,day,sk_day_no,fdow,sk_fdow_no,ldow,sk_ldow_no,lyr_ldow,sk_lyr_ldow_no,ssn_start_ldow,sk_ssn_start_ldow_no,log_yr_start_ldow,sk_log_yr_start_ldow_no,fin_yr_start_ldow,sk_fin_yr_start_ldow_no,lyr_ssn_start_ldow,sk_lyr_ssn_start_ldow_no,lyr_log_yr_start_ldow,sk_lyr_log_yr_start_ldow_no,lyr_fin_yr_start_ldow,sk_lyr_fin_yr_start_ldow_no,fdom,sk_fdom_no,plan_fdom,sk_plan_fdom_no,julian_ldom,sk_julian_ldom_no,ldom,sk_ldom_no,plan_ldom,sk_plan_ldom_no,lyr_ldom,sk_lyr_ldom_no,fin_wk,julian_wk,log_wk,plan_wk,fin_mnth,log_mnth,plan_mnth,fin_yr,log_yr,plan_yr,log_yr_desc,fin_no_wk_mnth,log_no_wk_mnth,plan_no_wk_mnth,fin_mnth_wk_no,log_mnth_wk_no,plan_mnth_wk_no,quarter,quarter_desc,first_day_of_season_ind,first_day_of_season_desc,ssn_start_ldow_ind,ssn_start_ldow_desc,yr_start_ldow_ind,yr_start_ldow_desc,season_code,season_desc,fin_quarter_code,fin_quarter_desc,fin_season_code,fin_season_desc,fin_yr_code,fin_yr_desc,lyr_plan_wk_code,lyr_plan_wk_desc,plan_quarter_code,plan_quarter_desc,plan_wk_code,plan_wk_desc,plan_yr_code,plan_yr_desc,plan_mnth_code,plan_mnth_desc,julian_mnth,julian_yr,julian_no_wk_mnth,julian_mnth_wk_no
20120519,19/05/2012,20120519,13/05/2012,20120513,19/05/2012,20120519,21/05/2011,20110521,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,29/04/2012,20120429,22/04/2012,20120422,31/05/2012,20120531,26/05/2012,20120526,26/05/2012,20120526,28/05/2011,20110528,47,20,47,47,11,5,11,2012,2012,2012,Year 12,3,4,4,4,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK47,Y11WK47: 15-May-2011 - 21-May-2011,W12Q4,Winter 12 4th QUARTER,Y12WK47,Year 12 Week 47,Y12,Year 12,12-May,12-May,5,2012,3,5
20120520,20/05/2012,20120520,20/05/2012,20120520,26/05/2012,20120526,28/05/2011,20110528,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,29/04/2012,20120429,22/04/2012,20120422,31/05/2012,20120531,26/05/2012,20120526,26/05/2012,20120526,28/05/2011,20110528,48,21,48,48,11,5,11,2012,2012,2012,Year 12,4,5,5,4,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK48,Y11WK48: 22-May-2011 - 28-May-2011,W12Q4,Winter 12 4th QUARTER,Y12WK48,Year 12 Week 48,Y12,Year 12,12-May,12-May,5,2012,3,5
20120521,21/05/2012,20120521,20/05/2012,20120520,26/05/2012,20120526,28/05/2011,20110528,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,29/04/2012,20120429,22/04/2012,20120422,31/05/2012,20120531,26/05/2012,20120526,26/05/2012,20120526,28/05/2011,20110528,48,21,48,48,11,5,11,2012,2012,2012,Year 12,4,5,5,4,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK48,Y11WK48: 22-May-2011 - 28-May-2011,W12Q4,Winter 12 4th QUARTER,Y12WK48,Year 12 Week 48,Y12,Year 12,12-May,12-May,5,2012,3,5
20120522,22/05/2012,20120522,20/05/2012,20120520,26/05/2012,20120526,28/05/2011,20110528,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,29/04/2012,20120429,22/04/2012,20120422,31/05/2012,20120531,26/05/2012,20120526,26/05/2012,20120526,28/05/2011,20110528,48,21,48,48,11,5,11,2012,2012,2012,Year 12,4,5,5,4,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK48,Y11WK48: 22-May-2011 - 28-May-2011,W12Q4,Winter 12 4th QUARTER,Y12WK48,Year 12 Week 48,Y12,Year 12,12-May,12-May,5,2012,4,5
20120523,23/05/2012,20120523,20/05/2012,20120520,26/05/2012,20120526,28/05/2011,20110528,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,29/04/2012,20120429,22/04/2012,20120422,31/05/2012,20120531,26/05/2012,20120526,26/05/2012,20120526,28/05/2011,20110528,48,21,48,48,11,5,11,2012,2012,2012,Year 12,4,5,5,4,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK48,Y11WK48: 22-May-2011 - 28-May-2011,W12Q4,Winter 12 4th QUARTER,Y12WK48,Year 12 Week 48,Y12,Year 12,12-May,12-May,5,2012,4,5
20120524,24/05/2012,20120524,20/05/2012,20120520,26/05/2012,20120526,28/05/2011,20110528,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,29/04/2012,20120429,22/04/2012,20120422,31/05/2012,20120531,26/05/2012,20120526,26/05/2012,20120526,28/05/2011,20110528,48,21,48,48,11,5,11,2012,2012,2012,Year 12,4,5,5,4,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK48,Y11WK48: 22-May-2011 - 28-May-2011,W12Q4,Winter 12 4th QUARTER,Y12WK48,Year 12 Week 48,Y12,Year 12,12-May,12-May,5,2012,4,5
20120525,25/05/2012,20120525,20/05/2012,20120520,26/05/2012,20120526,28/05/2011,20110528,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,29/04/2012,20120429,22/04/2012,20120422,31/05/2012,20120531,26/05/2012,20120526,26/05/2012,20120526,28/05/2011,20110528,48,21,48,48,11,5,11,2012,2012,2012,Year 12,4,5,5,4,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK48,Y11WK48: 22-May-2011 - 28-May-2011,W12Q4,Winter 12 4th QUARTER,Y12WK48,Year 12 Week 48,Y12,Year 12,12-May,12-May,5,2012,4,5
20120526,26/05/2012,20120526,20/05/2012,20120520,26/05/2012,20120526,28/05/2011,20110528,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,29/04/2012,20120429,22/04/2012,20120422,31/05/2012,20120531,26/05/2012,20120526,26/05/2012,20120526,28/05/2011,20110528,48,21,48,48,11,5,11,2012,2012,2012,Year 12,4,5,5,4,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK48,Y11WK48: 22-May-2011 - 28-May-2011,W12Q4,Winter 12 4th QUARTER,Y12WK48,Year 12 Week 48,Y12,Year 12,12-May,12-May,5,2012,4,5
20120527,27/05/2012,20120527,27/05/2012,20120527,02/06/2012,20120602,04/06/2011,20110604,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,31/05/2012,20120531,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,49,22,49,49,12,6,12,2012,2012,2012,Year 12,1,1,1,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK49,Y11WK49: 29-May-2011 - 04-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK49,Year 12 Week 49,Y12,Year 12,12-Jun,12-Jun,5,2012,4,5
20120528,28/05/2012,20120528,27/05/2012,20120527,02/06/2012,20120602,04/06/2011,20110604,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,31/05/2012,20120531,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,49,22,49,49,12,6,12,2012,2012,2012,Year 12,1,1,1,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK49,Y11WK49: 29-May-2011 - 04-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK49,Year 12 Week 49,Y12,Year 12,12-Jun,12-Jun,5,2012,4,5
20120529,29/05/2012,20120529,27/05/2012,20120527,02/06/2012,20120602,04/06/2011,20110604,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,31/05/2012,20120531,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,49,22,49,49,12,6,12,2012,2012,2012,Year 12,1,1,1,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK49,Y11WK49: 29-May-2011 - 04-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK49,Year 12 Week 49,Y12,Year 12,12-Jun,12-Jun,5,2012,5,5
20120530,30/05/2012,20120530,27/05/2012,20120527,02/06/2012,20120602,04/06/2011,20110604,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,31/05/2012,20120531,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,49,22,49,49,12,6,12,2012,2012,2012,Year 12,1,1,1,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK49,Y11WK49: 29-May-2011 - 04-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK49,Year 12 Week 49,Y12,Year 12,12-Jun,12-Jun,5,2012,5,5
20120531,31/05/2012,20120531,27/05/2012,20120527,02/06/2012,20120602,04/06/2011,20110604,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,31/05/2012,20120531,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,49,22,49,49,12,6,12,2012,2012,2012,Year 12,1,1,1,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK49,Y11WK49: 29-May-2011 - 04-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK49,Year 12 Week 49,Y12,Year 12,12-Jun,12-Jun,5,2012,5,5
20120601,01/06/2012,20120601,27/05/2012,20120527,02/06/2012,20120602,04/06/2011,20110604,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,49,22,49,49,12,6,12,2012,2012,2012,Year 12,1,1,1,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK49,Y11WK49: 29-May-2011 - 04-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK49,Year 12 Week 49,Y12,Year 12,12-Jun,12-Jun,6,2012,1,5
20120602,02/06/2012,20120602,27/05/2012,20120527,02/06/2012,20120602,04/06/2011,20110604,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,49,22,49,49,12,6,12,2012,2012,2012,Year 12,1,1,1,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK49,Y11WK49: 29-May-2011 - 04-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK49,Year 12 Week 49,Y12,Year 12,12-Jun,12-Jun,6,2012,1,5
20120603,03/06/2012,20120603,03/06/2012,20120603,09/06/2012,20120609,11/06/2011,20110611,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,50,23,50,50,12,6,12,2012,2012,2012,Year 12,2,2,2,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK50,Y11WK50: 05-Jun-2011 - 11-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK50,Year 12 Week 50,Y12,Year 12,12-Jun,12-Jun,6,2012,1,5
20120604,04/06/2012,20120604,03/06/2012,20120603,09/06/2012,20120609,11/06/2011,20110611,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,50,23,50,50,12,6,12,2012,2012,2012,Year 12,2,2,2,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK50,Y11WK50: 05-Jun-2011 - 11-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK50,Year 12 Week 50,Y12,Year 12,12-Jun,12-Jun,6,2012,1,5
20120605,05/06/2012,20120605,03/06/2012,20120603,09/06/2012,20120609,11/06/2011,20110611,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,50,23,50,50,12,6,12,2012,2012,2012,Year 12,2,2,2,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK50,Y11WK50: 05-Jun-2011 - 11-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK50,Year 12 Week 50,Y12,Year 12,12-Jun,12-Jun,6,2012,1,5
20120606,06/06/2012,20120606,03/06/2012,20120603,09/06/2012,20120609,11/06/2011,20110611,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,50,23,50,50,12,6,12,2012,2012,2012,Year 12,2,2,2,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK50,Y11WK50: 05-Jun-2011 - 11-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK50,Year 12 Week 50,Y12,Year 12,12-Jun,12-Jun,6,2012,1,5
20120607,07/06/2012,20120607,03/06/2012,20120603,09/06/2012,20120609,11/06/2011,20110611,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,50,23,50,50,12,6,12,2012,2012,2012,Year 12,2,2,2,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK50,Y11WK50: 05-Jun-2011 - 11-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK50,Year 12 Week 50,Y12,Year 12,12-Jun,12-Jun,6,2012,1,5
20120608,08/06/2012,20120608,03/06/2012,20120603,09/06/2012,20120609,11/06/2011,20110611,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,50,23,50,50,12,6,12,2012,2012,2012,Year 12,2,2,2,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK50,Y11WK50: 05-Jun-2011 - 11-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK50,Year 12 Week 50,Y12,Year 12,12-Jun,12-Jun,6,2012,2,5
20120609,09/06/2012,20120609,03/06/2012,20120603,09/06/2012,20120609,11/06/2011,20110611,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,50,23,50,50,12,6,12,2012,2012,2012,Year 12,2,2,2,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK50,Y11WK50: 05-Jun-2011 - 11-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK50,Year 12 Week 50,Y12,Year 12,12-Jun,12-Jun,6,2012,2,5
20120610,10/06/2012,20120610,10/06/2012,20120610,16/06/2012,20120616,18/06/2011,20110618,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,51,24,51,51,12,6,12,2012,2012,2012,Year 12,3,3,3,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK51,Y11WK51: 12-Jun-2011 - 18-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK51,Year 12 Week 51,Y12,Year 12,12-Jun,12-Jun,6,2012,2,5
20120611,11/06/2012,20120611,10/06/2012,20120610,16/06/2012,20120616,18/06/2011,20110618,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,51,24,51,51,12,6,12,2012,2012,2012,Year 12,3,3,3,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK51,Y11WK51: 12-Jun-2011 - 18-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK51,Year 12 Week 51,Y12,Year 12,12-Jun,12-Jun,6,2012,2,5
20120612,12/06/2012,20120612,10/06/2012,20120610,16/06/2012,20120616,18/06/2011,20110618,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,51,24,51,51,12,6,12,2012,2012,2012,Year 12,3,3,3,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK51,Y11WK51: 12-Jun-2011 - 18-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK51,Year 12 Week 51,Y12,Year 12,12-Jun,12-Jun,6,2012,2,5
20120613,13/06/2012,20120613,10/06/2012,20120610,16/06/2012,20120616,18/06/2011,20110618,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,51,24,51,51,12,6,12,2012,2012,2012,Year 12,3,3,3,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK51,Y11WK51: 12-Jun-2011 - 18-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK51,Year 12 Week 51,Y12,Year 12,12-Jun,12-Jun,6,2012,2,5
20120614,14/06/2012,20120614,10/06/2012,20120610,16/06/2012,20120616,18/06/2011,20110618,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,51,24,51,51,12,6,12,2012,2012,2012,Year 12,3,3,3,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK51,Y11WK51: 12-Jun-2011 - 18-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK51,Year 12 Week 51,Y12,Year 12,12-Jun,12-Jun,6,2012,2,5
20120615,15/06/2012,20120615,10/06/2012,20120610,16/06/2012,20120616,18/06/2011,20110618,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,51,24,51,51,12,6,12,2012,2012,2012,Year 12,3,3,3,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK51,Y11WK51: 12-Jun-2011 - 18-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK51,Year 12 Week 51,Y12,Year 12,12-Jun,12-Jun,6,2012,3,5
20120616,16/06/2012,20120616,10/06/2012,20120610,16/06/2012,20120616,18/06/2011,20110618,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,51,24,51,51,12,6,12,2012,2012,2012,Year 12,3,3,3,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK51,Y11WK51: 12-Jun-2011 - 18-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK51,Year 12 Week 51,Y12,Year 12,12-Jun,12-Jun,6,2012,3,5
20120617,17/06/2012,20120617,17/06/2012,20120617,23/06/2012,20120623,25/06/2011,20110625,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,52,25,52,52,12,6,12,2012,2012,2012,Year 12,4,4,4,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK52,Y11WK52: 19-Jun-2011 - 25-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK52,Year 12 Week 52,Y12,Year 12,12-Jun,12-Jun,6,2012,3,5
20120618,18/06/2012,20120618,17/06/2012,20120617,23/06/2012,20120623,25/06/2011,20110625,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,52,25,52,52,12,6,12,2012,2012,2012,Year 12,4,4,4,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK52,Y11WK52: 19-Jun-2011 - 25-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK52,Year 12 Week 52,Y12,Year 12,12-Jun,12-Jun,6,2012,3,5
20120619,19/06/2012,20120619,17/06/2012,20120617,23/06/2012,20120623,25/06/2011,20110625,28/01/2012,20120128,02/07/2011,20110702,02/07/2011,20110702,29/01/2011,20110129,03/07/2010,20100703,03/07/2010,20100703,27/05/2012,20120527,27/05/2012,20120527,30/06/2012,20120630,30/06/2012,20120630,30/06/2012,20120630,25/06/2011,20110625,52,25,52,52,12,6,12,2012,2012,2012,Year 12,4,4,4,5,5,5,4,Winter 12 4th QUARTER,N,No,N,No,N,No,W12,Winter12,FINW12Q4,Fin Winter 12 4th Quarter,FINW12,Fin Winter12,FINY12,Fin Year 12,Y11WK52,Y11WK52: 19-Jun-2011 - 25-Jun-2011,W12Q4,Winter 12 4th QUARTER,Y12WK52,Year 12 Week 52,Y12,Year 12,12-Jun,12-Jun,6,2012,3,5
